"cidade","doenca","quantidade"
"Barra de Guabiraba","Obstrução do duodeno",0
"Barra de Guabiraba","Cirrose hepática alcoólica",0
"Barra de Guabiraba","Outra insuficiência renal crônica",0
"Barra de Guabiraba","Neoplasia maligna da porção central da mama",0
"Barra de Guabiraba","Traumatismo do cólon",0
"Barra de Guabiraba","Hiperplasia da próstata",0
"Barra de Guabiraba","Fratura de outras partes e de partes não especificadas do punho e da mão",0
"Barra de Guabiraba","Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna",0
"Barra de Guabiraba","Outras coxartroses pós-traumáticas",0
"Barra de Guabiraba","Outras formas de doença isquêmica aguda do coração",0
"Barra de Guabiraba","Outras esquizofrenias",0
"Barra de Guabiraba","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de dependência",0
"Barra de Guabiraba","Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico",0
"Barra de Guabiraba","Outras poliartroses",0
"Barra de Guabiraba","Luxação congênita unilateral do quadril",0
"Barra de Guabiraba","Outras deformidades da orelha",0
"Barra de Guabiraba","Insuficiência cardíaca congestiva",0
"Barra de Guabiraba","Linfoma não-Hodgkin difuso",1
"Barra de Guabiraba","Leiomioma subseroso do útero",0
"Barra de Guabiraba","Neoplasia maligna do colo do útero",0
"Barra de Guabiraba","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Barra de Guabiraba","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Barra de Guabiraba","Transtornos inflamatórios da mama",0
"Barra de Guabiraba","Outros tipos de parto único por cesariana",0
"Barra de Guabiraba","Causas desconhecidas e não especificadas de morbidade",0
"Barra de Guabiraba","Trabalho de parto e parto complicados por cordão curto",0
"Barra de Guabiraba","Gastrite crônica",0
"Barra de Guabiraba","Epilepsia",0
"Barra de Guabiraba","Diabetes mellitus não especificado - com complicações não especificadas",0
"Barra de Guabiraba","Doença do esôfago",0
"Barra de Guabiraba","Pneumonia não especificada",0
"Barra de Guabiraba","Outras gastrites agudas",0
"Barra de Guabiraba","Asma não especificada",0
"Barra de Guabiraba","Desnutrição protéico-calórica não especificada",0
"Barra de Guabiraba","Trabalho de parto prolongado",0
"Barra de Guabiraba","Infecção viral não especificada",0
"Barra de Guabiraba","Nefrite túbulo-intersticial crônica não especificada",0
"Barra de Guabiraba","Leiomioma do útero",0
"Barra de Guabiraba","Outras doenças da glândula de Bartholin",0
"Barra de Guabiraba","Cisto da glândula de Bartholin",0
"Barra de Guabiraba","Outros abscessos da faringe",0
"Barra de Guabiraba","Calculose de via biliar sem colangite ou colecistite",0
"Barra de Guabiraba","Hiperplasia adenomatosa endometrial",0
"Barra de Guabiraba","Doença pelo HIV resultando em encefalopatia",0
"Barra de Guabiraba","Efeito tóxico do veneno de serpente",0
"Barra de Guabiraba","Peritonite aguda",0
"Barra de Guabiraba","Traumatismo cerebral focal",0
"Barra de Guabiraba","Bexiga neuropática não-inibida não classificada em outra parte",0
"Barra de Guabiraba","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Barra de Guabiraba","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Barra de Guabiraba","Esterilização",0
"Barra de Guabiraba","Nódulo mamário não especificado",0
"Barra de Guabiraba","Trabalho de parto e parto complicados por sofrimento fetal",0
"Barra de Guabiraba","Outras anormalidades da contração uterina",0
"Barra de Guabiraba","Hérnia ventral sem obstrução ou gangrena",0
"Barra de Guabiraba","Pólipo do corpo do útero",0
"Barra de Guabiraba","Erisipela",0
"Barra de Guabiraba","Gravidez prolongada",0
"Barra de Guabiraba","Anemia não especificada",0
"Barra de Guabiraba","Hipertensão essencial (primária)",0
"Barra de Guabiraba","Bronquite aguda não especificada",0
"Barra de Guabiraba","Episódio depressivo moderado",0
"Barra de Guabiraba","Gastrite não especificada",0
"Barra de Guabiraba","Outras septicemias especificadas",0
"Barra de Guabiraba","Outros recém-nascidos de pré-termo",0
"Barra de Guabiraba","Tuberculose pulmonar",0
"Barra de Guabiraba","Fratura da rótula [patela]",0
"Barra de Guabiraba","Fratura da extremidade inferior do úmero",0
"Barra de Guabiraba","Neoplasia maligna dos ureteres",0
"Barra de Guabiraba","Fratura do maléolo lateral",0
"Barra de Guabiraba","Afecções da pele e do tecido subcutâneo",0
"Barra de Guabiraba","Cisto ovariano de desenvolvimento",0
"Barra de Guabiraba","Parto por cesariana",0
"Barra de Guabiraba","Infecção bacteriana não especificada",0
"Barra de Guabiraba","Neoplasia benigna de outras partes do útero",0
"Barra de Guabiraba","Úlcera gastrojejunal - aguda com hemorragia",0
"Barra de Guabiraba","Neoplasia benigna de localização não especificada",0
"Barra de Guabiraba","Salpingite e ooforite não especificadas",0
"Barra de Guabiraba","Fratura da diáfise do fêmur",0
"Barra de Guabiraba","Luxação da articulação do tornozelo",0
"Barra de Guabiraba","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Barra de Guabiraba","Apendicite aguda sem outra especificação",0
"Barra de Guabiraba","Outras doenças especificadas do intestino",0
"Barra de Guabiraba","Hérnia umbilical sem obstrução ou gangrena",0
"Barra de Guabiraba","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Barra de Guabiraba","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Barra de Guabiraba","Neoplasia benigna da glândula parótida",0
"Barra de Guabiraba","Outras pneumonias bacterianas",0
"Barra de Guabiraba","Outros transtornos respiratórios pós-procedimentos",0
"Barra de Guabiraba","Úlcera de decúbito",0
"Barra de Guabiraba","Pneumoconiose não especificada",0
"Barra de Guabiraba","Pneumonia viral não especificada",0
"Barra de Guabiraba","Traumatismo do rim",0
"Barra de Guabiraba","Doador de medula óssea",0
"Barra de Guabiraba","Leucemia linfoblástica aguda",0
"Barra de Guabiraba","Angina instável",0
"Barra de Guabiraba","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Barra de Guabiraba","Trabalho de parto precipitado",0
"Barra de Guabiraba","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Barra de Guabiraba","Fratura da diáfise da tíbia",0
"Barra de Guabiraba","Neoplasia maligna da glândula tireóide",0
"Barra de Guabiraba","Gangrena gasosa",0
"Barra de Guabiraba","Transtornos do desenvolvimento dos maxilares",0
"Barra de Guabiraba","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Barra de Guabiraba","Insuficiência respiratória do recém-nascido",0
"Barra de Guabiraba","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Barra de Guabiraba","Fenda palatina não especificada",0
"Barra de Guabiraba","Fratura da clavícula",0
"Barra de Guabiraba","Doença do pâncreas",0
"Barra de Guabiraba","Fratura da extremidade superior do úmero",0
"Barra de Guabiraba","Acidente vascular cerebral",0
"Barra de Guabiraba","Varizes dos membros inferiores com úlcera",0
"Barra de Guabiraba","Insuficiência cardíaca não especificada",0
"Barra de Guabiraba","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Barra de Guabiraba","Angiopatia periférica em doenças classificadas em outra parte",0
"Barra de Guabiraba","Doença pulmonar obstrutiva crônica não especificada",0
"Barra de Guabiraba","Hérnia ventral com obstrução",0
"Barra de Guabiraba","Neoplasia maligna da próstata",0
"Barra de Guabiraba","Outros traumatismos intracranianos",0
"Barra de Guabiraba","Bloqueio atrioventricular total",0
"Barra de Guabiraba","Fratura de outras partes do antebraço",0
"Barra de Guabiraba","Outras infecções intestinais especificadas",0
"Barra de Guabiraba","Insuficiência respiratória aguda",0
"Barra de Guabiraba","Hipertensão secundária",0
"Barra de Guabiraba","Septicemia bacteriana não especificada do recém-nascido",0
"Barra de Guabiraba","Afecções hipertróficas da pele",0
"Barra de Guabiraba","Salpingite e ooforite agudas",0
"Barra de Guabiraba","Hepatite viral",0
"Barra de Guabiraba","Abscesso cutâneo",0
"Barra de Guabiraba","Outros sintomas e sinais gerais especificados",0
"Barra de Guabiraba","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Barra de Guabiraba","Diabetes mellitus insulino-dependente - sem complicações",0
"Barra de Guabiraba","Fratura da diáfise do úmero",0
"Barra de Guabiraba","Neoplasia maligna da face dorsal da língua",0
"Barra de Guabiraba","Síndrome do túnel do tarso",0
"Barra de Guabiraba","Insuficiência renal crônica não especificada",0
"Barra de Guabiraba","Outras hemorragias subaracnóides",0
"Barra de Guabiraba","Neoplasia maligna do estômago com lesão invasiva",0
"Barra de Guabiraba","Estenose mitral",0
"Barra de Guabiraba","Neoplasia maligna do cérebro",0
"Barra de Guabiraba","Fístula de via biliar",0
"Barra de Guabiraba","Outras pneumonias virais",0
"Barra de Guabiraba","Desconforto respiratório não especificado do recém-nascido",0
"Barra de Guabiraba","Outras complicações específicas de gestação múltipla",0
"Barra de Guabiraba","Pré-eclâmpsia não especificada",0
"Barra de Guabiraba","Transtorno osteomuscular não especificado pós-procedimento",0
"Barra de Guabiraba","Neoplasia maligna do estômago",0
"Barra de Guabiraba","Cólica nefrética não especificada",0
"Barra de Guabiraba","Bronquite não especificada como aguda ou crônica",0
"Barra de Guabiraba","Diabetes mellitus insulino-dependente - com complicações não especificadas",0
"Barra de Guabiraba","Leucoma aderente",0
"Barra de Guabiraba","Fratura dos ossos malares e maxilares",0
"Barra de Guabiraba","Neoplasia maligna da porção cervical do esôfago (esôfago cervical)",0
"Barra de Guabiraba","Amputação traumática do pé ao nível do tornozelo",0
"Barra de Guabiraba","Incompetência do colo do útero",0
"Barra de Guabiraba","Aborto retido",0
"Barra de Guabiraba","Neoplasia maligna do cerebelo",0
"Barra de Guabiraba","Outras cistites",0
"Barra de Guabiraba","Embolia aérea subseqüentes à infusão",0
"Barra de Guabiraba","Leucemia mielóide aguda",0
"Barra de Guabiraba","Distúrbio metabólico não especificado",0
"Barra de Guabiraba","Calculose da vesícula biliar sem colecistite",0
"Areia","Outros tipos de parto único espontâneo",0
"Areia","Cisto pilonidal com abscesso",0
"Areia","Cistocele",0
"Areia","Anemia nutricional não especificada",0
"Areia","Obstrução do trabalho de parto devida a desproporção feto-pélvica",0
"Areia","Aborto espontâneo - incompleto",1
"Areia","Infecção intestinal bacteriana não especificada",0
"Areia","Neoplasia maligna da trompa de Falópio",0
"Areia","Parto por cesariana eletiva",0
"Areia","Hérnia umbilical com obstrução",0
"Areia","Sialadenite",0
"Areia","Outras enterites virais",0
"Areia","Infecção estreptocócica de localização não especificada",0
"Areia","Outros acidentes isquêmicos cerebrais transitórios e síndromes correlatas",0
"Areia","Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas",0
"Areia","Transtornos não especificados dos glóbulos brancos",0
"Areia","Aderências peritoniais",0
"Areia","Parto por cesariana de emergência",0
"Areia","Púrpura trombocitopênica idiopática",0
"Areia","Septicemia não especificada",0
"Areia","Neoplasia maligna da mama com lesão invasiva",0
"Areia","Parto espontâneo cefálico",0
"Areia","Poliartropatia inflamatória",0
"Areia","Diabetes mellitus não especificado - com complicações circulatórias periféricas",0
"Areia","Pneumonia bacteriana não especificada",0
"Areia","Trabalho de parto e parto complicados por vasa praevia",0
"Areia","Hérnia inguinal unilateral ou não especificada",0
"Areia","Calculose da vesícula biliar com outras formas de colecistite",0
"Areia","Outras afecções especificadas da pele e do tecido subcutâneo",0
"Areia","Outros transtornos especificados dos órgãos genitais masculinos",0
"Areia","Outras colelitíases",0
"Areia","Outros transtornos especificados do aparelho urinário",0
"Areia","Outras doenças bacterianas especificadas",0
"Areia","Retenção urinária",0
"Areia","Infecção estafilocócica de localização não especificada",0
"Areia","Parto único espontâneo",0
"Areia","Outros cistos ovarianos e os não especificados",0
"Areia","Hipertrofia do prepúcio",0
"Areia","Infecção do trato urinário de localização não especificada",0
"Areia","Transtorno depressivo recorrente",0
"Areia","Outros transtornos da placenta",0
"Areia","Hemorróidas externas sem complicação",0
"Areia","Esquizofrenia simples",0
"Areia","Transtorno afetivo bipolar",0
"Areia","Esquizofrenia paranóide",0
"Areia","Fratura do colo do fêmur",0
"Areia","Diarréia e gastroenterite de origem infecciosa presumível",0
"Areia","Dengue [dengue clássico]",0
"Areia","Calculose da vesícula biliar com colicistite aguda",0
"Areia","Neoplasia benigna do útero",0
"Areia","Outra hidrocele",0
"Areia","Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça",0
"Areia","Outras gastrites",0
"Areia","Fratura das diáfises do rádio e do cúbito [ulna]",0
"Areia","Outros descolamentos da retina",0
"Areia","Edema cerebral traumático",0
"Areia","Obstrução do duodeno",0
"Areia","Cirrose hepática alcoólica",0
"Areia","Outra insuficiência renal crônica",0
"Areia","Neoplasia maligna da porção central da mama",0
"Areia","Traumatismo do cólon",0
"Areia","Hiperplasia da próstata",0
"Areia","Fratura de outras partes e de partes não especificadas do punho e da mão",0
"Areia","Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna",0
"Areia","Outras coxartroses pós-traumáticas",0
"Areia","Outras formas de doença isquêmica aguda do coração",0
"Areia","Outras esquizofrenias",0
"Areia","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de dependência",0
"Areia","Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico",0
"Areia","Outras poliartroses",0
"Areia","Luxação congênita unilateral do quadril",0
"Areia","Outras deformidades da orelha",0
"Areia","Insuficiência cardíaca congestiva",0
"Areia","Linfoma não-Hodgkin difuso",0
"Areia","Leiomioma subseroso do útero",0
"Areia","Neoplasia maligna do colo do útero",0
"Areia","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Areia","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Areia","Transtornos inflamatórios da mama",0
"Areia","Outros tipos de parto único por cesariana",0
"Areia","Causas desconhecidas e não especificadas de morbidade",0
"Areia","Trabalho de parto e parto complicados por cordão curto",0
"Areia","Gastrite crônica",0
"Areia","Epilepsia",0
"Areia","Diabetes mellitus não especificado - com complicações não especificadas",0
"Areia","Doença do esôfago",0
"Areia","Pneumonia não especificada",0
"Areia","Outras gastrites agudas",0
"Areia","Asma não especificada",0
"Areia","Desnutrição protéico-calórica não especificada",0
"Areia","Trabalho de parto prolongado",0
"Areia","Infecção viral não especificada",0
"Areia","Nefrite túbulo-intersticial crônica não especificada",0
"Areia","Leiomioma do útero",0
"Areia","Outras doenças da glândula de Bartholin",0
"Areia","Cisto da glândula de Bartholin",0
"Areia","Outros abscessos da faringe",0
"Areia","Calculose de via biliar sem colangite ou colecistite",0
"Areia","Hiperplasia adenomatosa endometrial",1
"Areia","Doença pelo HIV resultando em encefalopatia",0
"Areia","Efeito tóxico do veneno de serpente",0
"Areia","Peritonite aguda",0
"Areia","Traumatismo cerebral focal",0
"Areia","Bexiga neuropática não-inibida não classificada em outra parte",0
"Areia","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Areia","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Areia","Esterilização",0
"Areia","Nódulo mamário não especificado",0
"Areia","Trabalho de parto e parto complicados por sofrimento fetal",0
"Areia","Outras anormalidades da contração uterina",0
"Areia","Hérnia ventral sem obstrução ou gangrena",0
"Areia","Pólipo do corpo do útero",0
"Areia","Erisipela",0
"Areia","Gravidez prolongada",0
"Areia","Anemia não especificada",0
"Areia","Hipertensão essencial (primária)",0
"Areia","Bronquite aguda não especificada",0
"Areia","Episódio depressivo moderado",0
"Areia","Gastrite não especificada",0
"Areia","Outras septicemias especificadas",0
"Areia","Outros recém-nascidos de pré-termo",0
"Areia","Tuberculose pulmonar",0
"Areia","Fratura da rótula [patela]",0
"Areia","Fratura da extremidade inferior do úmero",0
"Areia","Neoplasia maligna dos ureteres",0
"Areia","Fratura do maléolo lateral",0
"Areia","Afecções da pele e do tecido subcutâneo",0
"Areia","Cisto ovariano de desenvolvimento",0
"Areia","Parto por cesariana",0
"Areia","Infecção bacteriana não especificada",0
"Areia","Neoplasia benigna de outras partes do útero",0
"Areia","Úlcera gastrojejunal - aguda com hemorragia",0
"Areia","Neoplasia benigna de localização não especificada",0
"Areia","Salpingite e ooforite não especificadas",0
"Areia","Fratura da diáfise do fêmur",0
"Areia","Luxação da articulação do tornozelo",0
"Areia","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Areia","Apendicite aguda sem outra especificação",0
"Areia","Outras doenças especificadas do intestino",0
"Areia","Hérnia umbilical sem obstrução ou gangrena",0
"Areia","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Areia","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Areia","Neoplasia benigna da glândula parótida",0
"Areia","Outras pneumonias bacterianas",0
"Areia","Outros transtornos respiratórios pós-procedimentos",0
"Areia","Úlcera de decúbito",0
"Areia","Pneumoconiose não especificada",0
"Areia","Pneumonia viral não especificada",0
"Areia","Traumatismo do rim",0
"Areia","Doador de medula óssea",0
"Areia","Leucemia linfoblástica aguda",0
"Areia","Angina instável",0
"Areia","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Areia","Trabalho de parto precipitado",0
"Areia","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Areia","Fratura da diáfise da tíbia",0
"Areia","Neoplasia maligna da glândula tireóide",0
"Areia","Gangrena gasosa",0
"Areia","Transtornos do desenvolvimento dos maxilares",0
"Areia","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Areia","Insuficiência respiratória do recém-nascido",0
"Areia","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Areia","Fenda palatina não especificada",0
"Areia","Fratura da clavícula",0
"Areia","Doença do pâncreas",0
"Areia","Fratura da extremidade superior do úmero",0
"Areia","Acidente vascular cerebral",0
"Areia","Varizes dos membros inferiores com úlcera",0
"Areia","Insuficiência cardíaca não especificada",0
"Areia","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Areia","Angiopatia periférica em doenças classificadas em outra parte",0
"Areia","Doença pulmonar obstrutiva crônica não especificada",0
"Areia","Hérnia ventral com obstrução",0
"Areia","Neoplasia maligna da próstata",0
"Areia","Outros traumatismos intracranianos",0
"Areia","Bloqueio atrioventricular total",0
"Areia","Fratura de outras partes do antebraço",0
"Areia","Outras infecções intestinais especificadas",0
"Areia","Insuficiência respiratória aguda",0
"Areia","Hipertensão secundária",0
"Areia","Septicemia bacteriana não especificada do recém-nascido",0
"Areia","Afecções hipertróficas da pele",0
"Areia","Salpingite e ooforite agudas",0
"Areia","Hepatite viral",0
"Areia","Abscesso cutâneo",0
"Areia","Outros sintomas e sinais gerais especificados",0
"Areia","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Areia","Diabetes mellitus insulino-dependente - sem complicações",0
"Areia","Fratura da diáfise do úmero",0
"Areia","Neoplasia maligna da face dorsal da língua",0
"Areia","Síndrome do túnel do tarso",0
"Areia","Insuficiência renal crônica não especificada",0
"Areia","Outras hemorragias subaracnóides",0
"Areia","Neoplasia maligna do estômago com lesão invasiva",0
"Areia","Estenose mitral",0
"Areia","Neoplasia maligna do cérebro",0
"Areia","Fístula de via biliar",0
"Areia","Outras pneumonias virais",0
"Areia","Desconforto respiratório não especificado do recém-nascido",0
"Areia","Outras complicações específicas de gestação múltipla",0
"Areia","Pré-eclâmpsia não especificada",0
"Areia","Transtorno osteomuscular não especificado pós-procedimento",0
"Areia","Neoplasia maligna do estômago",0
"Areia","Cólica nefrética não especificada",0
"Areia","Bronquite não especificada como aguda ou crônica",0
"Areia","Diabetes mellitus insulino-dependente - com complicações não especificadas",0
"Areia","Leucoma aderente",0
"Areia","Fratura dos ossos malares e maxilares",0
"Areia","Neoplasia maligna da porção cervical do esôfago (esôfago cervical)",0
"Areia","Amputação traumática do pé ao nível do tornozelo",0
"Areia","Incompetência do colo do útero",0
"Areia","Aborto retido",0
"Areia","Neoplasia maligna do cerebelo",0
"Areia","Outras cistites",0
"Areia","Embolia aérea subseqüentes à infusão",0
"Areia","Leucemia mielóide aguda",0
"Areia","Distúrbio metabólico não especificado",0
"Areia","Calculose da vesícula biliar sem colecistite",0
"Inajá","Outros tipos de parto único espontâneo",0
"Inajá","Cisto pilonidal com abscesso",0
"Inajá","Cistocele",0
"Inajá","Anemia nutricional não especificada",0
"Inajá","Obstrução do trabalho de parto devida a desproporção feto-pélvica",0
"Inajá","Aborto espontâneo - incompleto",0
"Inajá","Infecção intestinal bacteriana não especificada",0
"Inajá","Neoplasia maligna da trompa de Falópio",0
"Inajá","Parto por cesariana eletiva",0
"Inajá","Hérnia umbilical com obstrução",0
"Inajá","Sialadenite",0
"Inajá","Outras enterites virais",0
"Inajá","Infecção estreptocócica de localização não especificada",0
"Inajá","Outros acidentes isquêmicos cerebrais transitórios e síndromes correlatas",0
"Inajá","Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas",0
"Inajá","Transtornos não especificados dos glóbulos brancos",0
"Inajá","Aderências peritoniais",0
"Inajá","Parto por cesariana de emergência",0
"Inajá","Púrpura trombocitopênica idiopática",0
"Inajá","Septicemia não especificada",0
"Inajá","Neoplasia maligna da mama com lesão invasiva",0
"Inajá","Parto espontâneo cefálico",0
"Inajá","Poliartropatia inflamatória",0
"Inajá","Diabetes mellitus não especificado - com complicações circulatórias periféricas",0
"Inajá","Pneumonia bacteriana não especificada",0
"Inajá","Trabalho de parto e parto complicados por vasa praevia",0
"Inajá","Hérnia inguinal unilateral ou não especificada",0
"Inajá","Calculose da vesícula biliar com outras formas de colecistite",0
"Inajá","Outras afecções especificadas da pele e do tecido subcutâneo",0
"Inajá","Outros transtornos especificados dos órgãos genitais masculinos",0
"Inajá","Outras colelitíases",0
"Inajá","Outros transtornos especificados do aparelho urinário",0
"Inajá","Outras doenças bacterianas especificadas",0
"Inajá","Retenção urinária",0
"Inajá","Infecção estafilocócica de localização não especificada",0
"Inajá","Parto único espontâneo",1
"Inajá","Outros cistos ovarianos e os não especificados",0
"Inajá","Hipertrofia do prepúcio",0
"Inajá","Infecção do trato urinário de localização não especificada",0
"Inajá","Transtorno depressivo recorrente",0
"Inajá","Outros transtornos da placenta",0
"Inajá","Hemorróidas externas sem complicação",0
"Inajá","Esquizofrenia simples",0
"Inajá","Transtorno afetivo bipolar",0
"Inajá","Esquizofrenia paranóide",0
"Inajá","Fratura do colo do fêmur",0
"Inajá","Diarréia e gastroenterite de origem infecciosa presumível",0
"Inajá","Dengue [dengue clássico]",0
"Inajá","Calculose da vesícula biliar com colicistite aguda",0
"Inajá","Neoplasia benigna do útero",0
"Inajá","Outra hidrocele",0
"Inajá","Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça",0
"Inajá","Outras gastrites",0
"Inajá","Fratura das diáfises do rádio e do cúbito [ulna]",0
"Inajá","Outros descolamentos da retina",0
"Inajá","Edema cerebral traumático",0
"Inajá","Obstrução do duodeno",0
"Inajá","Cirrose hepática alcoólica",0
"Inajá","Outra insuficiência renal crônica",0
"Inajá","Neoplasia maligna da porção central da mama",0
"Inajá","Traumatismo do cólon",0
"Inajá","Hiperplasia da próstata",0
"Inajá","Fratura de outras partes e de partes não especificadas do punho e da mão",0
"Inajá","Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna",0
"Inajá","Outras coxartroses pós-traumáticas",0
"Inajá","Outras formas de doença isquêmica aguda do coração",0
"Inajá","Outras esquizofrenias",0
"Inajá","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de dependência",0
"Inajá","Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico",0
"Inajá","Outras poliartroses",0
"Inajá","Luxação congênita unilateral do quadril",0
"Inajá","Outras deformidades da orelha",0
"Inajá","Insuficiência cardíaca congestiva",0
"Inajá","Linfoma não-Hodgkin difuso",0
"Inajá","Leiomioma subseroso do útero",0
"Inajá","Neoplasia maligna do colo do útero",0
"Inajá","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Inajá","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Inajá","Transtornos inflamatórios da mama",0
"Inajá","Outros tipos de parto único por cesariana",0
"Inajá","Causas desconhecidas e não especificadas de morbidade",0
"Inajá","Trabalho de parto e parto complicados por cordão curto",0
"Inajá","Gastrite crônica",0
"Inajá","Epilepsia",0
"Inajá","Diabetes mellitus não especificado - com complicações não especificadas",0
"Inajá","Doença do esôfago",0
"Inajá","Pneumonia não especificada",0
"Inajá","Outras gastrites agudas",0
"Inajá","Asma não especificada",0
"Inajá","Desnutrição protéico-calórica não especificada",0
"Inajá","Trabalho de parto prolongado",0
"Inajá","Infecção viral não especificada",0
"Inajá","Nefrite túbulo-intersticial crônica não especificada",0
"Inajá","Leiomioma do útero",0
"Inajá","Outras doenças da glândula de Bartholin",0
"Inajá","Cisto da glândula de Bartholin",0
"Inajá","Outros abscessos da faringe",0
"Inajá","Calculose de via biliar sem colangite ou colecistite",0
"Inajá","Hiperplasia adenomatosa endometrial",0
"Inajá","Doença pelo HIV resultando em encefalopatia",0
"Inajá","Efeito tóxico do veneno de serpente",0
"Inajá","Peritonite aguda",0
"Inajá","Traumatismo cerebral focal",0
"Inajá","Bexiga neuropática não-inibida não classificada em outra parte",0
"Inajá","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Inajá","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Inajá","Esterilização",0
"Inajá","Nódulo mamário não especificado",0
"Inajá","Trabalho de parto e parto complicados por sofrimento fetal",0
"Inajá","Outras anormalidades da contração uterina",0
"Inajá","Hérnia ventral sem obstrução ou gangrena",0
"Inajá","Pólipo do corpo do útero",0
"Inajá","Erisipela",0
"Inajá","Gravidez prolongada",0
"Inajá","Anemia não especificada",0
"Inajá","Hipertensão essencial (primária)",0
"Inajá","Bronquite aguda não especificada",0
"Inajá","Episódio depressivo moderado",0
"Inajá","Gastrite não especificada",0
"Inajá","Outras septicemias especificadas",0
"Inajá","Outros recém-nascidos de pré-termo",0
"Inajá","Tuberculose pulmonar",0
"Inajá","Fratura da rótula [patela]",0
"Inajá","Fratura da extremidade inferior do úmero",0
"Inajá","Neoplasia maligna dos ureteres",0
"Inajá","Fratura do maléolo lateral",0
"Inajá","Afecções da pele e do tecido subcutâneo",0
"Inajá","Cisto ovariano de desenvolvimento",0
"Inajá","Parto por cesariana",0
"Inajá","Infecção bacteriana não especificada",0
"Inajá","Neoplasia benigna de outras partes do útero",0
"Inajá","Úlcera gastrojejunal - aguda com hemorragia",0
"Inajá","Neoplasia benigna de localização não especificada",0
"Inajá","Salpingite e ooforite não especificadas",0
"Inajá","Fratura da diáfise do fêmur",0
"Inajá","Luxação da articulação do tornozelo",0
"Inajá","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Inajá","Apendicite aguda sem outra especificação",0
"Inajá","Outras doenças especificadas do intestino",0
"Inajá","Hérnia umbilical sem obstrução ou gangrena",0
"Inajá","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Inajá","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Inajá","Neoplasia benigna da glândula parótida",0
"Inajá","Outras pneumonias bacterianas",0
"Inajá","Outros transtornos respiratórios pós-procedimentos",0
"Inajá","Úlcera de decúbito",0
"Inajá","Pneumoconiose não especificada",0
"Inajá","Pneumonia viral não especificada",0
"Inajá","Traumatismo do rim",0
"Inajá","Doador de medula óssea",0
"Inajá","Leucemia linfoblástica aguda",0
"Inajá","Angina instável",0
"Inajá","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Inajá","Trabalho de parto precipitado",0
"Inajá","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Inajá","Fratura da diáfise da tíbia",0
